"CChny_HanyouUniqueKey","CChny_HanyouCodeKey","CChny_Sort","CChny_HanyouCodeValue","CChny_HanyouCodeNaiyou","CChny_HanyouCodeSetumei"
"R_STATUS_LIST2","R_STATUS_LIST",2,"STS_ING","申請中","一覧検索時にステータスを選択するためのドロップダウンリスト用"
"R_STATUS_LIST3","R_STATUS_LIST",3,"STS_WAIT","承認待ち","一覧検索時にステータスを選択するためのドロップダウンリスト用"
"R_STATUS_LIST4","R_STATUS_LIST",4,"STS_ING","承認中","一覧検索時にステータスを選択するためのドロップダウンリスト用"
"R_STATUS_LIST5","R_STATUS_LIST",5,"STS_LAST_SYONIN","最終承認","一覧検索時にステータスを選択するためのドロップダウンリスト用"
"R_STATUS_LIST7","R_STATUS_LIST",7,"STS_HININ","否認","一覧検索時にステータスを選択するためのドロップダウンリスト用"
"R_STATUS_LIST8","R_STATUS_LIST",8,"STS_SUMI","承認確認済み","一覧検索時にステータスを選択するためのドロップダウンリスト用"
"R_STATUS_LIST9","R_STATUS_LIST",9,"STS_HININ_SUMI","否認（確認済み）","一覧検索時にステータスを選択するためのドロップダウンリスト用"
"R_SUBTITLE0101","R_SUBTITLE",1,"0101","不動産　分筆","不動産担保　分筆"
"R_SUBTITLE0102","R_SUBTITLE",2,"0102","不動産　合筆","不動産担保　合筆"
"R_SUBTITLE0103","R_SUBTITLE",3,"0103","不動産　一部抹消","不動産担保　一部抹消"
"R_SUBTITLE0104","R_SUBTITLE",4,"0104","不動産　先順位変更","不動産担保　先順位変更"
"R_SUBTITLE0105","R_SUBTITLE",5,"0105","不動産　開発行為関連","不動産担保　道路位置指定、開発行為同意等"
"R_SUBTITLE0106","R_SUBTITLE",6,"0106","不動産　再評価","不動産担保　再評価"
"R_SUBTITLE0107","R_SUBTITLE",7,"0107","不動産　設定留保関連","不動産担保　設定留保申請、解除"
"R_SUBTITLE0108","R_SUBTITLE",8,"0108","不動産　仮登記地上権","不動産担保　仮登記・地上権設定、抹消"
"R_SUBTITLE0109","R_SUBTITLE",9,"0109","不動産　所有者変更","不動産担保　所有者変更"
"R_SUBTITLE0110","R_SUBTITLE",10,"0110","不動産　追担、変更","不動産担保　追加担保、変更"
"R_SUBTITLE0111","R_SUBTITLE",11,"0111","不動産　地目変更","不動産担保　地目変更"
"R_SUBTITLE0112","R_SUBTITLE",12,"0112","不動産　表示変更","不動産担保　表示変更"
"R_SUBTITLE0114","R_SUBTITLE",13,"0114","不動産　根抵当権確定","不動産担保　根抵当権確定"
"R_SUBTITLE0115","R_SUBTITLE",14,"0115","不動産　債務者変更","不動産担保　債務者変更"
"R_SUBTITLE0116","R_SUBTITLE",15,"0116","不動産　全部抹消","不動産担保　全部抹消"
"R_SUBTITLE0117","R_SUBTITLE",16,"0117","不動産　極度額変更","不動産担保　極度額変更"
"R_SUBTITLE0118","R_SUBTITLE",17,"0118","不動産　共用根流用額","不動産担保　共用根抵当権流用額変更"
"R_SUBTITLE0119","R_SUBTITLE",18,"0119","不動産　協会流用関連","不動産担保　協会流用設定、解除"
"R_SUBTITLE0120","R_SUBTITLE",19,"0120","不動産　根譲渡、譲受","不動産担保　根抵当権譲渡、譲受"
"R_SUBTITLE0199","R_SUBTITLE",20,"0199","不動産　その他","不動産担保　その他"
"R_SUBTITLE0201","R_SUBTITLE",21,"0201","預担　設定","預金担保　設定"
"R_SUBTITLE0202","R_SUBTITLE",22,"0202","預担　変更","預金担保　変更"
"R_SUBTITLE0203","R_SUBTITLE",23,"0203","預担　解除","預金担保　解除"
"R_SUBTITLE0204","R_SUBTITLE",24,"0204","預担　差替","預金担保　差替"
"R_SUBTITLE0205","R_SUBTITLE",25,"0205","預担　質権設定承諾","預金担保　質権設定承諾"
"R_SUBTITLE0206","R_SUBTITLE",26,"0206","預担　相殺","預金担保　相殺"
"R_SUBTITLE0299","R_SUBTITLE",27,"0299","預担　その他","預金担保　その他"
"R_SUBTITLE0301","R_SUBTITLE",28,"0301","有価証券担保　設定","有価証券担保　設定"
"R_SUBTITLE0303","R_SUBTITLE",29,"0303","有価証券担保　解除","有価証券担保　解除"
"R_SUBTITLE0304","R_SUBTITLE",30,"0304","有価証券担保　差替","有価証券担保　差替"
"R_SUBTITLE0399","R_SUBTITLE",31,"0399","有価証券担保　その他","有価証券担保　その他"
"R_SUBTITLE0403","R_SUBTITLE",32,"0403","商業手形担保　解除","商業手形担保　解除"
"R_SUBTITLE0404","R_SUBTITLE",33,"0404","商業手形担保　差替","商業手形担保　差替"
"R_SUBTITLE0499","R_SUBTITLE",34,"0499","商業手形担保　その他","商業手形担保　その他"
"R_SUBTITLE0501","R_SUBTITLE",35,"0501","保証人　設定","保証人　設定"
"R_SUBTITLE0502","R_SUBTITLE",36,"0502","保証人　変更","保証人　変更"
"R_SUBTITLE0503","R_SUBTITLE",37,"0503","保証人　解除","保証人　解除"
"R_SUBTITLE0504","R_SUBTITLE",38,"0504","保証人　条件変更","保証人　条件変更"
"R_SUBTITLE0505","R_SUBTITLE",39,"0505","根保証人　免除申請","根保証人　免除申請"
"R_SUBTITLE0506","R_SUBTITLE",40,"0506","根保証人　免除取下げ","根保証人　免除取下げ"
"R_SUBTITLE0599","R_SUBTITLE",41,"0599","保証人　その他","保証人　その他"
"R_SUBTITLE0601","R_SUBTITLE",42,"0601","火災保険　設定","火災保険　設定"
"R_SUBTITLE0602","R_SUBTITLE",43,"0602","火災保険　変更","火災保険　変更"
"R_SUBTITLE0603","R_SUBTITLE",44,"0603","火災保険　解除","火災保険　解除"
"R_SUBTITLE0604","R_SUBTITLE",45,"0604","火災保険　支払指図","火災保険　支払指図"
"R_SUBTITLE0699","R_SUBTITLE",46,"0699","火災保険　その他","火災保険　その他"
"R_SUBTITLE0901","R_SUBTITLE",47,"0901","その他担保　設定","その他担保　設定"
"R_SUBTITLE0902","R_SUBTITLE",48,"0902","その他担保　変更","その他担保　変更"
"R_SUBTITLE0903","R_SUBTITLE",49,"0903","その他担保　解除","その他担保　解除"
"R_SUBTITLE0999","R_SUBTITLE",50,"0999","その他担保　その他","その他担保　その他"
"R_SUBTITLE1001","R_SUBTITLE",51,"1001","申請条件　分譲計画","申請条件　分譲計画変更"
"R_SUBTITLE1002","R_SUBTITLE",52,"1002","申請条件　承認条件","申請条件　承認条件変更"
"R_SUBTITLE1099","R_SUBTITLE",53,"1099","申請条件　その他","申請条件　その他"
"R_SUBTITLE1101","R_SUBTITLE",54,"1101","債務者　債務引受","債務者関連　債務引受"
"R_SUBTITLE1102","R_SUBTITLE",55,"1102","債務者　名称変更","債務者関連　名称変更"
"R_SUBTITLE1103","R_SUBTITLE",56,"1103","債務者　代表者変更","債務者関連　代表者変更"
"R_SUBTITLE1104","R_SUBTITLE",57,"1104","債務者　組織変更","債務者関連　組織変更"
"R_SUBTITLE1199","R_SUBTITLE",58,"1199","債務者　その他","債務者関連　その他"
"R_SUBTITLE1299","R_SUBTITLE",59,"1299","コード変更　その他","コード変更　その他"
"R_SUBTITLE1301","R_SUBTITLE",60,"1301","利息　利息延損金減免","利息関係　利息延損金免除・減免"
"R_SUBTITLE1302","R_SUBTITLE",61,"1302","利息　利払方法変更","利息関係　利払方法"
"R_SUBTITLE1303","R_SUBTITLE",62,"1303","利息　利払周期変更","利息関係　利払周期"
"R_SUBTITLE1304","R_SUBTITLE",63,"1304","利息　確定取引申請","利息関係　利息確定取引申請"
"R_SUBTITLE1305","R_SUBTITLE",64,"1305","利息　確定取引解除","利息関係　利息確定取引解除"
"R_SUBTITLE1306","R_SUBTITLE",65,"1306","利息　修正利息","利息関係　修正利息"
"R_SUBTITLE1399","R_SUBTITLE",66,"1399","利息　その他","利息関係　その他"
"R_SUBTITLE1501","R_SUBTITLE",68,"1501","差押関連　不動産","差押・仮差押　不動産仮差押"
"R_SUBTITLE1502","R_SUBTITLE",69,"1502","差押関連　不渡預託金","差押・仮差押　不渡異議申立預託金仮差押"
"R_SUBTITLE1503","R_SUBTITLE",70,"1503","差押関連　給料","差押・仮差押　給料仮差押"
"R_SUBTITLE1504","R_SUBTITLE",71,"1504","差押関連　債権","差押・仮差押　債権仮差押"
"R_SUBTITLE1505","R_SUBTITLE",72,"1505","差押関連　物上代位権","差押・仮差押　物上代位家賃差押"
"R_SUBTITLE1506","R_SUBTITLE",73,"1506","差押関連　競売申立","差押・仮差押　競売申立"
"R_SUBTITLE1507","R_SUBTITLE",74,"1507","差押関連　競売取下","差押・仮差押　取下げ"
"R_SUBTITLE1508","R_SUBTITLE",75,"1508","差押関連　競売延期","差押・仮差押　競売入札延期"
"R_SUBTITLE1599","R_SUBTITLE",76,"1599","差押関連　その他","差押・仮差押　その他"
"R_SUBTITLE1601","R_SUBTITLE",77,"1601","格付　格付変更","格付　格付変更"
"R_SUBTITLE1699","R_SUBTITLE",78,"1699","格付　その他","格付　その他"
"R_SUBTITLE1701","R_SUBTITLE",79,"1701","不動産担保＊評価替え","不動産担保＊　評価替え"
"R_SUBTITLE1702","R_SUBTITLE",80,"1702","不動産担保＊地目変更","不動産担保＊　地目変更"
"R_SUBTITLE1703","R_SUBTITLE",81,"1703","不動産担保＊変更登記","不動産担保＊　変更登記（当初）"
"R_SUBTITLE1704","R_SUBTITLE",82,"1704","不動産＊協会流用減少","不動産担保＊　協会流用減少"
"R_SUBTITLE1705","R_SUBTITLE",83,"1705","不動産＊先順位減少","不動産担保＊　先順位減少・抹消"
"R_SUBTITLE1706","R_SUBTITLE",84,"1706","不動産＊先順位抹消","不動産担保＊　先順位減少・抹消"
"R_SUBTITLE1707","R_SUBTITLE",85,"1707","正常先＊商品一部抹消","正常先＊商品一部抹消"
"R_SUBTITLE1708","R_SUBTITLE",86,"1708","正常先＊商品全部抹消","正常先＊商品全部抹消"
"R_SUBTITLE1801","R_SUBTITLE",87,"1801","火災保険＊規定内取引","火災保険＊　設定・変更・解除（規定内）"
"R_SUBTITLE1901","R_SUBTITLE",88,"1901","預金担保＊相殺","預金担保＊　相殺（貸出減）"
"R_SUBTITLE2001","R_SUBTITLE",89,"2001","取組方針書　新規作成","取組方針書　新規作成"
"R_SUBTITLE2002","R_SUBTITLE",90,"2002","取組方針書　変更","取組方針書　変更"
"R_SUBTITLE2101","R_SUBTITLE",94,"2101","動産担保　事前協議","動産担保　事前協議"
"R_SUBTITLE2102","R_SUBTITLE",95,"2102","動産担保　設定","動産担保　設定"
"R_SUBTITLE2103","R_SUBTITLE",96,"2103","動産担保　ﾓﾆﾀﾘﾝｸﾞ","動産担保　ﾓﾆﾀﾘﾝｸﾞ"
"R_SUBTITLE2104","R_SUBTITLE",97,"2104","動産担保　再評価","動産担保　再評価"
"R_SUBTITLE2105","R_SUBTITLE",98,"2105","動産担保　抹消","動産担保　抹消"
"R_SUBTITLE2106","R_SUBTITLE",99,"2106","動産担保　その他","動産担保　その他"
"R_SUBTITLE2107","R_SUBTITLE",100,"2107","動産担保　担保権実行","動産担保　担保権実行"
"R_SUBTITLE2201","R_SUBTITLE",101,"2201","債権担保　事前協議","債権担保　事前協議"
"R_SUBTITLE2202","R_SUBTITLE",102,"2202","債権担保　設定(登記)","債権担保　設定(登記)"
"R_SUBTITLE2203","R_SUBTITLE",103,"2203","債権担保　設定(通知)","債権担保　設定(通知)"
"R_SUBTITLE2204","R_SUBTITLE",104,"2204","債権担保　抹消","債権担保　抹消"
"R_SUBTITLE2205","R_SUBTITLE",105,"2205","債権担保　解除","債権担保　解除"
"R_SUBTITLE2206","R_SUBTITLE",106,"2206","債権担保　ﾓﾆﾀﾘﾝｸﾞ","債権担保　ﾓﾆﾀﾘﾝｸﾞ"
"R_SUBTITLE2207","R_SUBTITLE",107,"2207","債権担保　再評価","債権担保　再評価"
"R_SUBTITLE2208","R_SUBTITLE",108,"2208","債権担保　その他","債権担保　その他"
"R_SUBTITLE2209","R_SUBTITLE",109,"2209","債権担保　担保権実行","債権担保　担保権実行"
"R_SUBTITLE2301","R_SUBTITLE",67,"2301","レートダウン申請","レートダウン申請"
"R_SUBTITLE9000","R_SUBTITLE",91,"9000","移管申請","移管申請"
"R_SUBTITLE9301","R_SUBTITLE",92,"9301","割引手形　条件変更","割引手形　条件変更"
"R_SUBTITLE9305","R_SUBTITLE",93,"9305","証書貸付　極度額申請","証書貸付　極度額申請"
"R_SUBTITLE9901","R_SUBTITLE",110,"9901","面談記録・ＢＭ","面談記録・ＢＭ"
"R_SUBTITLE9999","R_SUBTITLE",111,"9999","その他","その他"
"R_SYOHINKBN00","R_SYOHINKBN",1,"00","その他","商品コードを束ねる区分が存在している場合、コード内容を追加する。syohincodeテーブルI/Fで使用する。"
"R_SYUUGYOUJYO1","R_SYUUGYOUJYO",1,"1","勤務","勤務"
"R_SYUUGYOUJYO2","R_SYUUGYOUJYO",2,"2","自営","自営"
"R_SYUUGYOUJYO3","R_SYUUGYOUJYO",3,"3","無職","無職"
"R_SYUUGYOUJYO4","R_SYUUGYOUJYO",4,"4","その他","その他"
"R_TGTPCREMENT01","R_TGTPCREMENT",1,"01","自己資金","自己資金"
"R_TGTPCREMENT02","R_TGTPCREMENT",2,"02","親族からの恩借","親族からの恩借"
"R_TGTPCREMENT03","R_TGTPCREMENT",3,"03","取引先からの支援","取引先からの支援"
"R_TOKASISYUBET1","R_TOKASISYUBET",1,"1","商手型","当座貸越種別・商手型（一括支払）"
"R_TOKASISYUBET2","R_TOKASISYUBET",2,"2","手貸型","当座貸越種別・手貸型"
"R_TOKASISYUBET3","R_TOKASISYUBET",3,"3","証貸型","当座貸越種別・証貸型"
"R_TORIHIKISYU1","R_TORIHIKISYU",1,"1","都度","都度"
"R_TORIHIKISYU2","R_TORIHIKISYU",2,"2","極度","極度"
"R_TORIHIKISYU3","R_TORIHIKISYU",3,"3","極度内","極度内"
"R_TORISAGE_101","R_TORISAGE_1",1,"01","①調達の目途が立つ","①調達の目途が立つ"
"R_TORISAGE_102","R_TORISAGE_1",2,"02","②他の金融機関で調達","②他の金融機関で調達"
"R_TORISAGE_103","R_TORISAGE_1",3,"03","③資金需要が無くなる","③資金需要が無くなる"
"R_TORISAGE_104","R_TORISAGE_1",4,"04","④事業継続を断念","④事業継続を断念"
"R_TORISAGE_105","R_TORISAGE_1",5,"05","⑤法的破綻が決定","⑤法的破綻が決定"
"R_TORISAGE_106","R_TORISAGE_1",6,"06","⑥その他","⑥その他"
"R_TORISAGE_201","R_TORISAGE_2",1,"01","①調達の目途が立つ","①調達の目途が立つ"
"R_TORISAGE_202","R_TORISAGE_2",2,"02","②他の金融機関で調達","②他の金融機関で調達"
"R_TORISAGE_203","R_TORISAGE_2",3,"03","③資金需要が無くなる","③資金需要が無くなる"
"R_TORISAGE_204","R_TORISAGE_2",4,"04","④私的整理に向う","④私的整理に向う"
"R_TORISAGE_205","R_TORISAGE_2",5,"05","⑤法的破綻が決定","⑤法的破綻が決定"
"R_TORISAGE_206","R_TORISAGE_2",6,"06","⑥その他","⑥その他"
"R_TORISAGE_301","R_TORISAGE_3",1,"01","①調達の目途が立つ","①調達の目途が立つ"
"R_TORISAGE_302","R_TORISAGE_3",2,"02","②他の金融機関で調達","②他の金融機関で調達"
"R_TORISAGE_303","R_TORISAGE_3",3,"03","③申込原因が無くなる","③申込原因が無くなる"
"R_TORISAGE_304","R_TORISAGE_3",4,"04","④債務整理","④債務整理"
"R_TORISAGE_305","R_TORISAGE_3",5,"05","⑤申込内容の変更","⑤申込内容の変更"
"R_TORISAGE_306","R_TORISAGE_3",6,"06","⑥その他(補足必須)","⑥その他(補足必須)"
"R_TORISAGE01","R_TORISAGE",1,"01","支店要請","取下理由-支店要請"
"R_TORISAGE02","R_TORISAGE",2,"02","本部要請","取下理由-本部要請"
"R_TORISAGE99","R_TORISAGE",3,"99","その他","取下理由-その他"
"R_TORISAGERSN01","R_TORISAGERSN",1,"1","取下理由１","顧客申し出による取下"
"R_TORISAGERSN02","R_TORISAGERSN",2,"2","取下理由２","稟議作成ミス等による取下"
"R_TORISAGERSN03","R_TORISAGERSN",3,"3","取下理由３","その他本部指示等による取下"
"R_TOZAKASHIKO2","R_TOZAKASHIKO",1,"2","2： 手貸型","手貸型"
"R_TOZAKASHIKO3","R_TOZAKASHIKO",2,"3","3： 証貸型","証貸型"
"R_TREATSTD1","R_TREATSTD",1,"1","一般基準","一般基準"
"R_TREATSTD2","R_TREATSTD",2,"2","Ｓ基準","Ｓ基準"
"R_UKETUKEJOKY1","R_UKETUKEJOKY",1,"1","新規顧客：店頭受付","新規顧客：店頭受付"
"R_UKETUKEJOKY2","R_UKETUKEJOKY",2,"2","新規顧客：セールス先","新規顧客：セールス先"
"R_UKETUKEJOKY3","R_UKETUKEJOKY",3,"3","新規顧客：紹介先","新規顧客：紹介先"
"R_UKETUKEJOKY4","R_UKETUKEJOKY",4,"4","既往顧客：与信有り","既往顧客：与信有り"
"R_UKETUKEJOKY5","R_UKETUKEJOKY",5,"5","既往顧客：与信なし","既往顧客：与信なし"
"R_USEDIV11","R_USEDIV1",1,"1","住宅購入","住宅購入"
"R_USEDIV12","R_USEDIV1",2,"2","新築","新築"
"R_USEDIV13","R_USEDIV1",3,"3","増築","増築"
"R_USEDIV14","R_USEDIV1",4,"4","改築","改築"
"R_USEDIV15","R_USEDIV1",5,"5","土地購入","土地購入"
"R_USEDIV16","R_USEDIV1",6,"6","肩代わり","肩代わり"
"R_USEDIV17","R_USEDIV1",7,"7","その他","その他"
"R_USEDIV21","R_USEDIV2",1,"1","一戸建（専用住宅）","一戸建（専用住宅）"
"R_USEDIV22","R_USEDIV2",2,"2","連棟住宅（専用住宅）","連棟住宅（専用住宅）"
"R_USEDIV23","R_USEDIV2",3,"3","併用住宅(店舗その他)","併用住宅（店舗・事務所・その他）"
"R_USEDIV24","R_USEDIV2",4,"4","マンション","マンション"
"R_VENTURE1","R_VENTURE",1,"1","ベンチャー企業等","ベンチャー企業等"
"R_VENTURE2","R_VENTURE",2,"2","中信ﾍﾞﾝﾁｬｰ関与先等","中信ベンチャー関与先等"
"R_WAKUKODO1","R_WAKUKODO",1,"1","都度","都度"
"R_WAKUKODO2","R_WAKUKODO",2,"2","極度","極度"
"R_WF_STATUS01","R_WF_STATUS",1,"VIEW_READY","処理待ち","処理待ち"
"R_WF_STATUS02","R_WF_STATUS",2,"VIEW_SENT","回付中","回付中"
"R_WF_STATUS03","R_WF_STATUS",3,"VIEW_COMPLETE","完了","完了"
"R_WF_STATUS04","R_WF_STATUS",4,"VIEW_NOCOMPLETE","未完了","未完了"
"R_YKN_KAZEI1","R_YKN_KAZEI",1,"1","総合課税","預貸金明細照会票-課税コード-I/F受信＆出力用"
"R_YKN_KAZEI2","R_YKN_KAZEI",2,"2","分離課税","預貸金明細照会票-課税コード-I/F受信＆出力用"
"R_YKN_KAZEI3","R_YKN_KAZEI",3,"3","マル優","預貸金明細照会票-課税コード-I/F受信＆出力用"
"R_YKN_KAZEI4","R_YKN_KAZEI",4,"4","非課税","預貸金明細照会票-課税コード-I/F受信＆出力用"
"R_YKN_KAZEI6","R_YKN_KAZEI",5,"6","マル財","預貸金明細照会票-課税コード-I/F受信＆出力用"
"R_YKN_KAZEI7","R_YKN_KAZEI",6,"7","マル特","預貸金明細照会票-課税コード-I/F受信＆出力用"
"R_YKN_KIKAN01","R_YKN_KIKAN",1,"01","1ヶ月","預貸金明細照会票-期間コード-I/F受信＆出力用"
"R_YKN_KIKAN02","R_YKN_KIKAN",2,"02","2ヶ月","預貸金明細照会票-期間コード-I/F受信＆出力用"
"R_YKN_KIKAN03","R_YKN_KIKAN",3,"03","3ヶ月","預貸金明細照会票-期間コード-I/F受信＆出力用"
"R_YKN_KIKAN06","R_YKN_KIKAN",4,"06","6ヶ月","預貸金明細照会票-期間コード-I/F受信＆出力用"
"R_YKN_KIKAN12","R_YKN_KIKAN",5,"12","1年","預貸金明細照会票-期間コード-I/F受信＆出力用"
"R_YKN_KIKAN24","R_YKN_KIKAN",6,"24","2年","預貸金明細照会票-期間コード-I/F受信＆出力用"
"R_YKN_KIKAN36","R_YKN_KIKAN",7,"36","3年","預貸金明細照会票-期間コード-I/F受信＆出力用"
"R_YKN_KIKAN48","R_YKN_KIKAN",8,"48","4年","預貸金明細照会票-期間コード-I/F受信＆出力用"
"R_YKN_KIKAN60","R_YKN_KIKAN",9,"60","5年","預貸金明細照会票-期間コード-I/F受信＆出力用"
"R_YKN_TEIKI02","R_YKN_TEIKI",1,"02","期日指定定期","預貸金明細照会票-定期預金区分-I/F受信＆出力用"
"R_YKN_TEIKI04","R_YKN_TEIKI",2,"04","大口定期","預貸金明細照会票-定期預金区分-I/F受信＆出力用"
"R_YKN_TEIKI07","R_YKN_TEIKI",3,"07","スーパー定期単利","預貸金明細照会票-定期預金区分-I/F受信＆出力用"
"R_YKN_TEIKI08","R_YKN_TEIKI",4,"08","スーパー定期複利","預貸金明細照会票-定期預金区分-I/F受信＆出力用"
"R_YKN_TEIKI09","R_YKN_TEIKI",5,"09","変動金利単利","預貸金明細照会票-定期預金区分-I/F受信＆出力用"
"R_YKN_TEIKI10","R_YKN_TEIKI",6,"10","変動金利複利","預貸金明細照会票-定期預金区分-I/F受信＆出力用"
"R_YKN_TEIKI11","R_YKN_TEIKI",7,"11","定額複利預金","預貸金明細照会票-定期預金区分-I/F受信＆出力用"
"R_YOKINKAMOK1","R_YOKINKAMOK",1,"1","当座預金","預金科目(日次I/F受信)"
"R_YOKINKAMOK13","R_YOKINKAMOK",5,"13","通知預金","預金科目(日次I/F受信)"
"R_YOKINKAMOK16","R_YOKINKAMOK",7,"16","定期預金","預金科目(日次I/F受信)"
"R_YOKINKAMOK17","R_YOKINKAMOK",11,"17","定期積金","預金科目(日次I/F受信)"
"R_YOKINKAMOK18","R_YOKINKAMOK",9,"18","積立式定期預金","預金科目(日次I/F受信)"
"R_YOKINKAMOK19","R_YOKINKAMOK",10,"19","財形預金","預金科目(日次I/F受信)"
"R_YOKINKAMOK2","R_YOKINKAMOK",2,"2","普通預金","預金科目(日次I/F受信)"
"R_YOKINKAMOK29","R_YOKINKAMOK",8,"29","外貨定期預金","預金科目(日次I/F受信)"
"R_YOKINKAMOK3","R_YOKINKAMOK",3,"3","納税準備預金","預金科目(日次I/F受信)"
"R_YOKINKAMOK4","R_YOKINKAMOK",4,"4","財蓄預金","預金科目(日次I/F受信)"
"R_YOKINKAMOK5","R_YOKINKAMOK",6,"5","外貨要払性預金","預金科目(日次I/F受信)"
"R_ZEIRISHISD01","R_ZEIRISHISD",1,"01","京税中信クラブ会員","京税中信クラブ会員"
"R_ZEIRISHISD02","R_ZEIRISHISD",2,"02","京税会員以外","京税中信クラブ会員以外"
"RECOVERY","DEFINITION",12,"RECOVERY","債権回収","ユーザ登録関連で利用"
"REGISTRY_TYPE1","REGISTRY_TYPE",1,"1","土地","土地"
"REGISTRY_TYPE2","REGISTRY_TYPE",2,"2","建物","建物"
"REGISTRY_TYPE3","REGISTRY_TYPE",3,"3","区分所有","区分所有"
"Request","DEFINITION",9,"Request","電子稟議（申込受付）","ユーザ登録関連で利用"
"RIYOUJYOKYO01","RIYOUJYOKYO",1,"01","自用","自用"
"RIYOUJYOKYO02","RIYOUJYOKYO",2,"02","賃貸","賃貸"
"RIYOUJYOKYO03","RIYOUJYOKYO",3,"03","一部賃貸","一部賃貸"
"RIYOUJYOKYO99","RIYOUJYOKYO",99,"99","その他","その他"
"ROOF1","ROOF",1,"1","スレート葺","スレート葺"
"ROOF2","ROOF",2,"2","瓦葺","瓦葺"
"ROOF3","ROOF",3,"3","セメント葺等","セメント葺等"
"ROOF4","ROOF",4,"4","その他","その他"
"SAIMUSHAKBNHJ10","SAIMUSHAKBNHJ",1,"SEIJYO","正常先","正常先"
"SAIMUSHAKBNHJ20","SAIMUSHAKBNHJ",2,"YOUTYU","要注意先","要注意先"
"SAIMUSHAKBNHJ21","SAIMUSHAKBNHJ",3,"YOUKAN","要注意先（要管理先）","要注意先（要管理先）"
"SAIMUSHAKBNHJ30","SAIMUSHAKBNHJ",4,"HAKE","破綻懸念先","破綻懸念先"
"SAIMUSHAKBNHJ40","SAIMUSHAKBNHJ",5,"JIPPA","実質破綻先","実質破綻先"
"SAIMUSHAKBNHJ50","SAIMUSHAKBNHJ",6,"HATAN","破綻先","破綻先"
"SALESFORCE","DEFINITION",6,"SALESFORCE","営業支援","テンプレート取得関連"
"SANSYUTUKI1","SANSYUTUKI",2,"2","１期で算出","１期"
"SANSYUTUKI2","SANSYUTUKI",1,"1","２期で算出","２期"
"SATEIHANTEI0","SATEIHANTEI",9,"0","その他","その他"
"SATEIHANTEI1","SATEIHANTEI",1,"1","格付相当の債務者区分","格付相当の債務者区分"
"SATEIHANTEI2","SATEIHANTEI",2,"2","条変内容により判定","条変内容により判定"
"SATEIHANTEI3","SATEIHANTEI",3,"3","事故項目により判定","事故項目により判定"
"SATEIHANTEI4","SATEIHANTEI",4,"4","延滞月数により判定","延滞月数により判定"
"SATEIHANTEI5","SATEIHANTEI",5,"5","延滞解消により判定","延滞解消により判定"
"SATEIHANTEI6","SATEIHANTEI",6,"6","改善計画により判定","改善計画により判定"
"SATEIMODOSI0","SATEIMODOSI",9,"0","その他","その他"
"SATEIMODOSI1","SATEIMODOSI",1,"1","債務者区分要修正","債務者区分要修正"
"SATEIMODOSI2","SATEIMODOSI",2,"2","担保明細要修正","担保明細要修正"
"SATEIMODOSI3","SATEIMODOSI",3,"3","コメント要修正","コメント要修正"
"SATEIMODOSI4","SATEIMODOSI",4,"4","条変フラグ変更","条変フラグ変更"
"SATEIMODOSI5","SATEIMODOSI",5,"5","要管理債権フラグ変更","要管理債権フラグ変更"
"SATEIMODOSI6","SATEIMODOSI",6,"6","固定フラグ変更","固定フラグ変更"
"SATEITORISAGE0","SATEITORISAGE",9,"0","その他","その他"
"SATEITORISAGE1","SATEITORISAGE",1,"1","先行処理あり","先行処理あり"
"SATEITORISAGE2","SATEITORISAGE",2,"2","後発処理あり","後発処理あり"
"SENDSTATUS0","SENDSTATUS",1,"1","未送信","未送信"
"SENDSTATUS1","SENDSTATUS",2,"2","送信済","送信済"
"SENDSTATUS2","SENDSTATUS",3,"3","登録エラー","登録エラー"
"SH_REQUEST","USERLEVEL",1,"SH_REQUEST","担当者","（営業店）　担当者"
"SIKINSITO101","SIKINSITO",101,"101","商品・材料仕入","（運転資金）　商品・材料仕入"
"SIKINSITO103","SIKINSITO",103,"103","買掛金・支手決済","（運転資金）　買掛金・支手決済"
"SIKINSITO104","SIKINSITO",104,"104","給与・人件費","（運転資金）　給与・人件費"
"SIKINSITO105","SIKINSITO",105,"105","外注・下請払","（運転資金）　外注・下請払"
"SIKINSITO106","SIKINSITO",106,"106","賞与支給","（運転資金）　賞与支給"
"SIKINSITO107","SIKINSITO",107,"107","決算（納税・配当）","（運転資金）　決算（納税・配当）"
"SIKINSITO108","SIKINSITO",108,"108","減産","（運転資金）　減産"
"SIKINSITO109","SIKINSITO",109,"109","滞貨資金","（運転資金）　滞貨資金"
"SIKINSITO110","SIKINSITO",110,"110","不渡手形（融手）買戻","（運転資金）　不渡手形（融手）買戻"
"SIKINSITO111","SIKINSITO",111,"111","焦付債権補填","（運転資金）　焦付債権補填"
"SIKINSITO112","SIKINSITO",112,"112","利息支払","（運転資金）　利息支払"
"SIKINSITO113","SIKINSITO",113,"113","赤字補填","（運転資金）　赤字補填"
"SIKINSITO114","SIKINSITO",114,"114","株式購入","（運転資金）　株式購入"
"SIKINSITO115","SIKINSITO",115,"115","金融商品購入","（運転資金）　金融商品購入"
"SIKINSITO116","SIKINSITO",116,"116","土地投資資金","（運転資金）　土地投資資金"
"SIKINSITO117","SIKINSITO",117,"117","その他投資資金","（運転資金）　その他投資資金"
"SIKINSITO118","SIKINSITO",118,"118","投融資資金","（運転資金）　投融資資金"
